timestamp,open,high,low,close,volume,vpin,vpin_regime,garch_mu,garch_vol,garch_signal,svm_pred,xgb_pred,xgb_conf,week_pos,trend_15m,decision
2026-09-17 09:15:00.179190+05:30,23216.85,23222.8,23193.65,23216.85,1789420.0,0.1512,LOW_TOXICITY,-2.1e-05,0.073,HOLD,0,0,0.5,0.211,-1,APPROVED
2026-09-17 09:15:00.909017+05:30,23215.85,23234.5,23193.65,23215.85,2252573.0,0.1512,LOW_TOXICITY,-2.4e-05,0.0733,HOLD,0,0,0.5,0.209,-1,APPROVED
2026-09-17 09:16:04.646656+05:30,23210.7,23213.9,23209.9,23210.7,203240.0,0.1512,LOW_TOXICITY,-3.9e-05,0.0783,HOLD,0,0,0.5,0.198,-1,APPROVED
2026-09-17 09:16:06.252500+05:30,23205.7,23213.9,23205.7,23205.7,278206.0,0.1512,LOW_TOXICITY,-5.3e-05,0.0909,HOLD,0,0,0.5,0.188,-1,APPROVED
2026-09-17 09:17:00.957489+05:30,23218.8,23220.3,23217.1,23218.8,97927.0,0.1512,LOW_TOXICITY,-1.5e-05,0.0907,HOLD,0,0,0.5,0.215,-1,APPROVED
2026-09-17 09:17:02.548045+05:30,23220.05,23221.15,23217.1,23220.05,115275.0,0.1512,LOW_TOXICITY,-1.2e-05,0.1218,HOLD,0,0,0.5,0.218,-1,APPROVED
2026-09-17 09:18:05.302936+05:30,23249.1,23250.2,23243.35,23249.1,143582.0,0.1512,LOW_TOXICITY,7.2e-05,0.2002,HOLD,0,0,0.5,0.279,-1,APPROVED
2026-09-17 09:18:06.924194+05:30,23252.3,23252.4,23243.35,23252.3,180102.0,0.1512,LOW_TOXICITY,8.1e-05,0.2212,BUY,1,1,0.9946,0.286,-1,APPROVED
2026-09-17 09:19:01.668405+05:30,23256.3,23259.2,23254.0,23256.3,50112.0,0.1512,LOW_TOXICITY,9.2e-05,0.1766,BUY,1,1,0.9946,0.294,-1,APPROVED
2026-09-17 09:19:02.015215+05:30,23256.3,23259.3,23254.0,23256.3,77537.0,0.1512,LOW_TOXICITY,9.2e-05,0.1896,BUY,1,1,0.9945,0.294,-1,APPROVED
2026-09-17 09:20:04.509125+05:30,23253.8,23257.45,23251.2,23253.8,149976.0,0.1512,LOW_TOXICITY,8.5e-05,0.1255,BUY,-1,-1,0.9926,0.289,-1,VETO
2026-09-17 09:20:06.262161+05:30,23251.4,23257.45,23251.1,23251.4,161146.0,0.1512,LOW_TOXICITY,7.8e-05,0.1327,HOLD,0,0,0.5,0.284,-1,APPROVED
2026-09-17 09:21:00.759205+05:30,23257.5,23258.05,23254.05,23257.5,66796.0,0.1512,LOW_TOXICITY,9.6e-05,0.1041,BUY,1,1,0.9945,0.297,-1,APPROVED
2026-09-17 09:21:01.278851+05:30,23258.85,23259.15,23254.05,23258.85,99706.0,0.1512,LOW_TOXICITY,0.0001,0.1163,BUY,1,1,0.9946,0.299,-1,APPROVED
2026-09-17 09:22:04.232099+05:30,23254.45,23256.45,23253.85,23254.45,118950.0,0.1512,LOW_TOXICITY,8.7e-05,0.0907,BUY,-1,-1,0.9943,0.29,-1,VETO
2026-09-17 09:22:05.591521+05:30,23254.0,23256.45,23253.55,23254.0,126302.0,0.1512,LOW_TOXICITY,8.6e-05,0.1,BUY,-1,-1,0.9936,0.289,-1,VETO
2026-09-17 09:23:00.563962+05:30,23239.35,23242.25,23239.2,23239.35,32136.0,0.1512,LOW_TOXICITY,4.4e-05,0.1275,HOLD,0,0,0.5,0.259,-1,APPROVED
2026-09-17 09:23:07.242468+05:30,23241.55,23242.25,23237.6,23241.55,173879.0,0.1512,LOW_TOXICITY,5e-05,0.1155,HOLD,0,0,0.5,0.263,-1,APPROVED
2026-09-17 09:24:01.383478+05:30,23239.0,23240.1,23236.2,23239.0,159605.0,0.1512,LOW_TOXICITY,4.3e-05,0.0963,HOLD,0,0,0.5,0.258,-1,APPROVED
2026-09-17 09:24:02.363222+05:30,23238.05,23240.1,23236.2,23238.05,177016.0,0.1512,LOW_TOXICITY,4e-05,0.102,HOLD,0,0,0.5,0.256,-1,APPROVED
2026-09-17 09:25:00.544188+05:30,23228.45,23230.45,23227.45,23228.45,22019.0,0.1512,LOW_TOXICITY,1.2e-05,0.1077,HOLD,0,0,0.5,0.236,-1,APPROVED
2026-09-17 09:25:02.142161+05:30,23227.9,23230.45,23227.45,23227.9,97601.0,0.1512,LOW_TOXICITY,1.1e-05,0.1087,HOLD,0,0,0.5,0.235,-1,APPROVED
2026-09-17 09:26:04.901889+05:30,23235.05,23235.5,23232.6,23235.05,154710.0,0.1512,LOW_TOXICITY,3.1e-05,0.1011,HOLD,0,0,0.5,0.25,-1,APPROVED
2026-09-17 09:26:06.482219+05:30,23234.5,23235.75,23232.6,23234.5,164563.0,0.1512,LOW_TOXICITY,3e-05,0.1016,HOLD,0,0,0.5,0.248,-1,APPROVED
2026-09-17 09:27:01.283212+05:30,23239.9,23239.9,23237.5,23239.9,41157.0,0.1512,LOW_TOXICITY,4.5e-05,0.0934,HOLD,0,0,0.5,0.26,-1,APPROVED
