timestamp,open,high,low,close,volume,vpin,vpin_regime,garch_mu,garch_vol,garch_signal,svm_pred,xgb_pred,xgb_conf,week_pos,trend_15m,decision
2026-09-24 08:44:12.743667+05:30,74828.25,74828.25,74828.25,74828.25,25000.0,0.1759,LOW_TOXICITY,0.077408,12.8334,BUY,1,1,0.5,1.0,1,VETO
2026-09-24 08:45:03.406905+05:30,74828.25,74828.25,74828.25,74828.25,25000.0,0.1759,LOW_TOXICITY,0.077408,12.8353,BUY,1,1,0.5,1.0,1,VETO
2026-09-24 08:46:03.787962+05:30,74828.25,74828.25,74828.25,74828.25,25000.0,0.1759,LOW_TOXICITY,0.077408,12.8373,BUY,1,1,0.5,1.0,1,VETO
2026-09-24 08:47:04.223515+05:30,74828.25,74828.25,74828.25,74828.25,25000.0,0.1759,LOW_TOXICITY,0.077408,12.8392,BUY,1,1,0.5,1.0,1,VETO
2026-09-24 08:48:04.617691+05:30,74828.25,74828.25,74828.25,74828.25,25000.0,0.1759,LOW_TOXICITY,0.077408,12.8412,BUY,1,1,0.5,1.0,1,VETO
2026-09-24 08:49:05.074606+05:30,74828.25,74828.25,74828.25,74828.25,25000.0,0.1759,LOW_TOXICITY,0.077408,12.8431,BUY,1,1,0.5,1.0,1,VETO
2026-09-24 08:50:05.709803+05:30,74828.25,74828.25,74828.25,74828.25,25000.0,0.1759,LOW_TOXICITY,0.077408,12.845,BUY,1,1,0.5,1.0,1,VETO
2026-09-24 08:51:06.085789+05:30,74828.25,74828.25,74828.25,74828.25,25000.0,0.1759,LOW_TOXICITY,0.077408,12.8469,BUY,1,1,0.5,1.0,1,VETO
2026-09-24 08:52:06.475581+05:30,74828.25,74828.25,74828.25,74828.25,25000.0,0.1759,LOW_TOXICITY,0.077408,12.8488,BUY,1,1,0.5,1.0,1,VETO
2026-09-24 08:53:06.833158+05:30,74828.25,74828.25,74828.25,74828.25,25000.0,0.1759,LOW_TOXICITY,0.077408,12.8508,BUY,1,1,0.5,1.0,1,VETO
