timestamp,open,high,low,close,volume,vpin,vpin_regime,garch_mu,garch_vol,garch_signal,svm_pred,xgb_pred,xgb_conf,week_pos,trend_15m,decision
2026-09-07 09:36:49.244964+05:30,23844.55,23844.95,23837.95,23844.55,397582.0,0.1382,LOW_TOXICITY,-3.7e-05,0.0609,HOLD,0,0,0.5,0.162,0,APPROVED
2026-09-07 09:37:05.543032+05:30,23842.35,23843.9,23842.25,23842.35,43443.0,0.1382,LOW_TOXICITY,-2.5e-05,0.0588,HOLD,0,0,0.5,0.156,0,APPROVED
2026-09-07 09:38:01.849268+05:30,23838.7,23839.3,23838.55,23838.7,26530.0,0.1382,LOW_TOXICITY,1e-06,0.06,HOLD,0,0,0.5,0.146,0,APPROVED
2026-09-07 09:39:06.190706+05:30,23838.9,23839.35,23838.05,23838.9,40455.0,0.1388,LOW_TOXICITY,1.2e-05,0.0574,HOLD,0,0,0.5,0.146,0,APPROVED
2026-09-07 09:40:02.608066+05:30,23838.2,23839.25,23838.1,23838.2,66264.0,0.1388,LOW_TOXICITY,9e-06,0.0561,HOLD,0,0,0.5,0.144,0,APPROVED
2026-09-07 09:41:07.055098+05:30,23841.35,23842.15,23839.65,23841.35,260592.0,0.1388,LOW_TOXICITY,3.1e-05,0.0581,HOLD,0,0,0.5,0.153,0,APPROVED
2026-09-07 09:42:03.392751+05:30,23835.85,23837.85,23835.55,23835.85,40517.0,0.1388,LOW_TOXICITY,1.3e-05,0.0646,HOLD,0,0,0.5,0.138,0,APPROVED
2026-09-07 09:43:07.970020+05:30,23843.3,23844.5,23841.3,23843.3,81223.0,0.1388,LOW_TOXICITY,4.1e-05,0.0736,HOLD,0,0,0.5,0.159,0,APPROVED
2026-09-07 09:44:04.278409+05:30,23839.15,23840.85,23838.85,23839.15,53420.0,0.1388,LOW_TOXICITY,6e-06,0.0689,HOLD,0,0,0.5,0.147,0,APPROVED
2026-09-07 09:45:00.637159+05:30,23837.35,23837.8,23837.3,23837.35,14045.0,0.1388,LOW_TOXICITY,1.2e-05,0.0629,HOLD,0,0,0.5,0.142,0,APPROVED
2026-09-07 09:46:04.981258+05:30,23838.15,23840.1,23836.85,23838.15,49233.0,0.1388,LOW_TOXICITY,9e-06,0.059,HOLD,0,0,0.5,0.144,0,APPROVED
2026-09-07 09:47:01.359504+05:30,23836.25,23837.25,23835.75,23836.25,16591.0,0.1388,LOW_TOXICITY,-0.0,0.0578,HOLD,0,0,0.5,0.139,0,APPROVED
2026-09-07 09:48:05.697281+05:30,23834.65,23836.1,23834.6,23834.65,46555.0,0.1388,LOW_TOXICITY,-1.3e-05,0.0568,HOLD,0,0,0.5,0.134,0,APPROVED
2026-09-07 09:49:02.034587+05:30,23828.5,23830.5,23828.5,23828.5,58288.0,0.1388,LOW_TOXICITY,-2.3e-05,0.0633,HOLD,0,0,0.5,0.117,0,APPROVED
2026-09-07 09:50:06.424312+05:30,23830.85,23831.6,23829.4,23830.85,49627.0,0.1388,LOW_TOXICITY,-3.2e-05,0.0596,HOLD,0,0,0.5,0.124,0,APPROVED
2026-09-07 09:51:02.831628+05:30,23829.75,23830.05,23828.7,23829.75,29129.0,0.1388,LOW_TOXICITY,-4.1e-05,0.0568,HOLD,0,0,0.5,0.121,0,APPROVED
2026-09-07 09:52:07.178430+05:30,23830.75,23832.4,23830.5,23830.75,47313.0,0.1388,LOW_TOXICITY,-3.2e-05,0.0556,HOLD,0,0,0.5,0.123,0,APPROVED
2026-09-07 09:53:03.577625+05:30,23825.55,23826.75,23825.35,23825.55,82798.0,0.1388,LOW_TOXICITY,-3.7e-05,0.061,HOLD,0,0,0.5,0.109,0,APPROVED
2026-09-07 09:54:07.960708+05:30,23825.1,23826.35,23824.5,23825.1,63847.0,0.1388,LOW_TOXICITY,-3.9e-05,0.0572,HOLD,0,0,0.5,0.107,0,APPROVED
